,id,tweet,label
16,1506226232094228483,"THE POTENTIAL OF #MEISHU!!!🔥🔥🔥

When we hit the market cap of #saitama we will get a 800x on our investment!👀😎

It's not about ""If"" it's about ""when""💯👌

Get your #MEISHU bags!

@meishu_official #Crypto #cryptocurrency #1000x #ETH  #bitcoin #Shibnobi #SHIBARAMY @brenthewolf",
17,1506225778731753472,Ohh you are not ready for what’s coming… 🚀🚀🚀 nfl #XRPCommunity #XRPHolders #xrp,
18,1506225667221897217,"@Cheftran1 Waiting patiently with you.... I wasn't patient during the pump yesterday ... exited mid pump &amp; then entered higher and lost some of my gains ... was highly annoyed... but like I said yesterday ... I am working on my greed and it is a work in progress. 🥴😉

May #XRP 🚀🚀 Soon!",
19,1506225658266980354,"@MetatoysFun I wish this project success sir, and they become one of the best cryptos, I am enthusiastic to participate in this and also support it. Good luck always Red heart Rocket Full moon symbol #Airdrops #cryptocurrency #Giveaways 

@azhary_farid
@aziskha94
@Saharahsilviana",
20,1506225628802072576,@API3DAO Great stuff. Keep up with the good work! #nextwavecrypto #cryptocurrency #crypto #cryptoinvestment #cryptotrader #cryptotips #bitcoin,
21,1506225580680925191,"I invest for my family. 
Now I see how close we are to the start line. CEXs, SaitaRealty, LuckyRoo, Saitamask. 
0.000005 incoming - Financial freedom for my kids and a House paid in cash one day 🐺 🐺 🐺 🔥 
#Saitama #Saita #crypto",
22,1506225531720990721,"@FiveTigerNFT Impressive Giveaway 😎🔥
THANKS FOR GIVING THIS Wonderful OPPORTUNITY ✨😍
Love &amp; Respect 🙌❤ 
@RainuYash 
@swati 
@tanuja822 
Join now ✅
#Giveaways #cryptotrading #Crypto #Airdrop",
23,1506225520312152068,"The project moves up smoothly, I am sure the idea of the project has many interesting and promising, I wish the team to develop this project as large as possible and ambitious, and the investor good profits. #11MINUTES #BTC #CRYPTO",
24,1506225321921871881,"Which of these #altcoins can you HODL comfortably for 5 years 💎🤲🏻
   
#Cardano
#Avax 
#Solana    
#Polygon 
#BNB      
#NFTBOOKS 
#KISHU 
#XRP 
#TEZOS
#KASTA⚡️
#LUNA
#FEG
#MONSTA 
#MANA
#ETH
#_______

Let everyone know in the comments👀",
25,1506225096666787843,"@spaceshibco 🚀This project soo amazing. I am interested, and I will support this project. 😇and good opportunity for earn money.💓🚀🚀🚀🚀🚀🚀

@Monirul46289261  
@IkbalHo  
@Safikul757142 

#BTC #BNB #Airdrops #shiba #memecoin #coin #doge #spaceshib",
26,1506225044262842371,"The team is made up of market insiders and is aware of the market’s problems. The team works with the largest agencies that attract influencers and celebrities around the world and has expertise in this area.
#Paysenger #Ego #Blockchain #Ecosystem #ICO #Presale #Cryptocurrency",
27,1506224964222873603,@elmer42gal Yeah! Just hold $XRCS and expect infinite $XRP rewards! 🚀,
28,1506224897776828416,"Nice move for #btc 

You want alts to move, you should be routing for BTC.

🔥",
29,1506224668390436865,@TheDustyBC ok ....90  for sure today...Send me that xrp 🚀🚀🚀🐸🛸Going to the friggen moon,
30,1506224664355422208,"Biggest winners this past hour 📈 👀 (follow for hourly updates)
$TWT ➡️ 26.73%
$ASR ➡️ 19.24%
$DUSK ➡️ 5.49%
$TKO ➡️ 5.43%
$SUN ➡️ 5.27%
(22/03/2022 @ 11:00am GMT)
#crypto #cryptomarket #cryptotrading #TRADINGTIPS #tradingsignals",
31,1506224653714567169,"Strongest #MACD #buysignals this hour 📈 👀 (follow for hourly updates)
$TWT ➡️ 1.028 %
EMA12 crossed above EMA26 (difference / close price in %) 22/03/2022 @ 11:00am GMT
#crypto #cryptomarket #cryptotrading #TRADINGTIPS #tradingsignals",
32,1506224608432644096,@TechDev_52 #BTC is on fire 🔥🔥🔥🚀🚀🚀 see on the moon 100k 🔥🔥🔥,
33,1506224527474266112,"Shill me your favourite #altcoin gem that you are holding for #ALTSEASON 📈🚀

#Crypto #100xGems #1000xgem",
34,1506224425494061056,"#Crypto Top Gainers (24H) 🚀

$TWT Trust Wallet Token $1.20 (27.07%)
$IOTX IoTeX $0.0924 (21.92%)
$LOOKS LooksRare $1.78 (15.36%)
$LDO Lido DAO $3.74 (13.39%)
$CTC Creditcoin $1.58 (12.11%)",
35,1506224413020246020,@amtvmedia @Ripple Even if XRP and Ripple don't moon. This is f***ing funny,
36,1506224409597693954,"OK, I think I got it. Each new project promises to do something extraordinary and revolutionary that no one did before in #Crypto. Like 100% pledges to do something without backing it up with a proper working alpha. so what's the difference between you and my gov? #btc",
37,1506224275153375237,@ProCoinNews I never give up on it I HODL $XRP,
38,1506224234422493188,"Time: 22/03/2022 7:00 EST 🔈
Symbol: ADA 🚀
Alert: Bullish Weakening 🟠
Level: 0.949
Message: The upward move is losing momentum
$ADA $ADAUSD #ADA #ADAUSD #Cardano #crypto #cryptocurrency #SmartDeFi #altcoin #STEAMguidance #cryptotrading",
39,1506224220866457606,"@playmetarising @ProjectGalaxyHQ Guys, don't Miss this opportunity, this project Will be a great Investment for you cLaim your airdrop 
Get ready for the moon
#MetaRising #ProjectGalaxyHQ #NFTs #defi #crypto #microtuber #p2e  #staking #MCT #MRG",
40,1506224212964519936,"Woke up to see #Bitcoin hitting $43K , #ETH above $3000 , and #VET breaking out $0.0512 within its track to $0.056.🚀

#Crypto is very interesting 👀

GM🔥",
41,1506224203753742336,We’re living bullishly this morning 🚀 #crypto #altcoins,
42,1506224196489207815,"$KNC Will SURPRISE THE WHOLE WORLD!!💯🚀

ARE YOU READY FOLKS 🗣🗣🗣

#CryptoNews #altcoins #ETH #Bitcoin #NFTCommunity",
43,1506224173961543683,"Bitcoin is having difficulty breaking through the $42,000 barrier. 🥲

$BTC $ZOO $PYR $GALA 💎
#Zookeeper #Crypto #Bitcoin",
44,1506224143666237440,HERE WE GO #BTC 🚀,
45,1506224128956968970,"'Bitcoin is one hell of an invention' 🔥
The world's biggest hedge fund is reportedly planning to gain exposure to crypto — months after billionaire founder Ray Dalio revealed he owns #BTC 💰
#Animverse #GameFi #CryptoNews #PlayToEarn",
46,1506223975789219843,"There are sooooo many very tempting #alts set up.. 
if #BTC and traditional stock stay above water, there could be some nice ROI trade coming up...",
47,1506223835095650311,"@AirdropBSC_Com Good project 🚀🚀
#BEAM #C98USDT #ETH
@Ariefchl07 
@Muhajirin1011 
@Fadli80429551",
48,1506223833363140612,@NicholasBlack60 I watched your recent episode there was a part where u said xrp use case is no longer relevant and old..do you think the liquidity and all the banks singed up,
49,1506223706296963078,"@SoccerFan_io Good project 🚀🚀
#BEAM #C98USDT #ETH
@Ariefchl07 
@Muhajirin1011 
@Fadli80429551",
50,1506223704438902794,It is interesting to observe the development. I'm with you. Good luck to everyone involved in the development of the project! A little more and the moon  #werenode #werecoin #WRC #EVcharging #EVriders #crypto #ICO #tezos #bsc #greentoken,
51,1506223683710464003,"It amazes me how #Dogecoin excels far beyond any crypto as a transactional currency, yet nobody wants to adopt it because they didn’t get in under a penny. It’s greed like this that will be the reason only few of us will make it. #GM $Doge #Crypto #cryptocurrecy 🐶🚀",
52,1506223597341315072,"@1goonrich I'm Stacking my bag with $CART of @CryptoArt_Ai and I'm expecting 1000x pump soon.
I'm super bullish on $CART
#BSC #ETH",
53,1506223553276002310,Waking up to a green market feels different #crypto #Cryptocurency #ada #sol #shib #btc #bnb,
54,1506223308961845254,@CryptoTony__ #BTC is on fire 🔥🔥🔥 go moon 🚀🚀🚀,
55,1506223272312066058,#SaitamaWolfPack should WE add #Crypto to our tag to show the power of #saitama to all entière World ?🚀🚀🚀🚀,
56,1506223072407441411,@dilanher Let pump it even more together🤝. $ADA #Cardano #Crypto #BlockChain,
57,1506222908372242433,@BitcoinMagazine @TheBitcoinConf #MIAMI is lockdown curfew coz shooting..MURICA  ..as usual 🔥🔥🔥#BTC to the moon,
58,1506222899253985281,"Gas used in currently pending transactions:

🚀 15 seconds &gt;&gt;&gt;&gt; 47 Gwei
🚗 1 minute  &gt;&gt;&gt;&gt;&gt; 37 Gwei
🐌 3 minutes &gt;&gt;&gt;&gt;&gt; 32 Gwei
🦥 &gt;10 minutes &gt;&gt;&gt; 29 Gwei

#Ethereum #ETH #GasPrice",
59,1506222818609950720,@zackvoell Idk man im bullish on #BTC,
60,1506222654671360005,"@nftreminder @GreancyWorld @SurgingBulls 🔥🔥🔥🔥Giveaway🔥🔥🔥🔥

@ChottaKamil @Rajvanthselvam  @Manikup @thiyagurenucool @GokulKavin3

Good luck guys 🍀🤞 

#ETH",
61,1506222594231619587,@TheDustyBC Cmon XRP! You had time to fuel up now!,
62,1506222583926214657,Are you ready for the next leg up for #crypto?,
63,1506222535783899137,A bunch of mini short squeezes in this slow drunken walk up the stairs #btc #bitcoin #SoBallerUniversity,
64,1506222518306484233,This is a wonderful project and this project is backed up by great projecting who are dedicated in their work. This project is directly connected to group to finance and financial world.#Orijin #Polygon #IDO #BSC #Eth #BTC #Airdrop #DeFi #Launchpad,
65,1506222515529699335,"Crypto Market Cap back up past $2 Trillion.
#CryptoNews #cryptocurrencies #SECcorruption #ETHGate $XRP
#XRPCommunity #XRPHolders",
66,1506222405403901952,"@esportgameio Wonderful project, this project is very good and this projector has a lot of attractions, so hopefully the project will be better in the future and the cryptocurrency will be the best.🤩🚀
@R_kib 
@MonnaRidy 
@Rakib36405262

#defi #BTC #BSC #ETH",
67,1506222383358697479,Break 46k and I’m bullish going to 80k #Bitcoin #btc,
68,1506222372570992646,"@AltcoinWorldcom $CART is ready to pump 1000x and it's getting to the moon soon
#blockchain #BSC #ETH @CryptoArt_Ai",
69,1506222268044955649,Each and every project's success depends on it's team plan and projected road map. I hope this project has a great team who can plan their road map to take the project to the moon #11MINUTES #BTC #CRYPTO,
70,1506222251045437444,"@1goonrich #RichQUACK 💎💎💎 its is my choise for invesment

#QUACKattack #QuackArmy  #Papa_nice #AltSeason2022 #BSCgems #BSC #BSCGem #Crypto #BSCGemAlert #Altcoin #BNBChain #BNB",
71,1506222169562521601,"It’s nice to wake up and see #Bitcoin and the entire #Crypto market doing well.
#BTC, let's close and hold upon $43k 🙏",
72,1506222148934942721,"Ripple game plan ,to buy up all the XRP on all the exchanges right after the settlement. I am buying XRP nonstop. It’s over soon. Best believe.",
73,1506222102155735043,"@ProtocolAI1 Best project ever,
happy to take participate in such huge project. You guys are very hard working and I am pretty sure you will reach to the Moon very soon. ❤

 #Giveaways  #Airdrop #Airdrops #BTC

 @5789 
@GHj 
@JII",
74,1506221999563149317,Bitcoin to 50k this week 📈 #crypto #bitcoin #letsgetiton,
75,1506221926095667212,"@Ralvero I woke up today and I become bullish about $CART from @CryptoArt_Ai it has gotten deep in the crypto space
#NFTCommumity #BSC #ETH",
76,1506221905883316224,"@Crypto__Diva Get more $kiba before we takeoff 🚀 

@KibaInuWorld #kiba #doge #crypto #kibainu",
77,1506221861096816641,"@NeoEdensRealm Great project😍🔥🔥
@memesdot_ @mahesdot_ @rinosutrisna 
#Neoeden.io

#NFTs #ETH #Neoeden #Neocardz #Kingz #Queens",
78,1506221799658381325,P.S. the global #cryptocurrency 24hr trading volume has surpassed $100 billion!🔥,
79,1506221771401293829,"@YouCoinOnline Amazing project and strong project also. I support #YouCoin project . Thanks for this opportunity. Let's go to the moon soon.

@sargiza15
@Kabir11Asif
@Asikur866

#YouCoin #UCON $UCON #Crypto #Airdrop",
80,1506221698953232390,"I'm glad I came across about @PeermoonWallet:
&gt;decentralised wallet with huge amount of features
&gt;Next LVL protection 
&gt;Low cost on presale
Check this before the huge pump!

$xrp $ust $gcme $ftm $metis $ero $ada $floki $bsc $icp $zil $bnb $pussy $sfund $dg",
81,1506221636642648068,"@TheMoonCarl Yea. Up #ETH holders. 👏👏👏
$OGN is doing wonders too . 💃💃💃💃📈. #ALTSEASON is almost here. 🚀",
82,1506221345847353349,"📈#BTC | Increasing  2.37%
Average price for the last hour: BTCUSDT - 42595.3857",
83,1506221335667744768,"Looking to get into crypto? Here's how to do your research the right way! 📈
🔸Team
🔸Mainnet Launch
🔸Price History
🔸Trading Volume
🔸Popularity
🔸Mission
🔸Crypto News
🔸Exchange Platforms

This is not financial advice just an opinion. Research is always key!
#crypto #bitcoin",
84,1506221274632130565,"@esportgameio E-sport Game excellent Project with a strong team,transparent, I Always waiting for the progress of this project To the moon together🚀

@mhmmdzkariya
@VNovitasari2002
@PUKONALDO

#cryptocurrency #Airdrop #BSC #Bitcoin #USDT #EsportGame #ESM #Aidropstario",
85,1506221122173509633,#XRP Is Ready For Explosion 💎🖖⏰️,
86,1506221072433172483,"@anndylian XRP ! 💎👀

Can we do the same with Kishu ? 🔥👀",
87,1506220488649023493,"Pairs:AVAXUSDT 
 BUY:88.56000 
 Time :3/22/2022 1:44:14 PM
 Average Decision: 51.88301FifteenMinutes 
 Estimated Direction: UP
 #BTC #WRXUSDT #Bitcoin #RSİ #Bollinger -It is not investment advice. You can visit our profile for your own alarms. YTD. 1:44:44 PM",
88,1506220487030247426,@OfficialTravlad @POODLETOKEN Great #NOTIGANG keen to for #Crypto🚀🌜✌️😊😊💐,
89,1506220341508849666,@OfficialTravlad @meta_ruffy Great #Notigang eagerly waiting.. for #crypto🚀✌️🤗🤗,
90,1506220198340468738,And it just began! #ETH $3K📈,
91,1506219984099418115,#TKO is binance backed project which haven’t pumped yet We’ve seen huge accumulation from past few days it can pump hard anytime so Buy and hold it ✌🏻 #crypto #bitcoin #cryptocurrency #blockchain #ethereum #btc #cryptonews #cryptocurrencies #eth,
92,1506219514727329798,"@CryptoCravers @theVRealityllc I wish this project success sir, and they become one of the best cryptos, I am enthusiastic to participate in this and also support it. Good luck always Red heart Rocket Full moon symbol #Airdrops #cryptocurrency #Giveaways 

@azhary_farid
@aziskha94
@Saharahsilviana",
93,1506219471286915077,@TheMoonCarl #ETH is so hot right now 🔥🔥🔥💕💕💕,
94,1506219451062296576,"🔥 New Algo detection: SCLP/USDT 🔥

🕛 03-22-2022 10:41:15
🚀 $SCLP
📈 Current Price: 0.5613 $USDT
⏩ Exchange: #Kucoin

No Investment Advice.
Follow us on Twitter.
#Crypto #Algo #SCLP",
95,1506219394644705284,"Futures Volume Spike Alert🚀

✅Symbol : $BLZ
✅Daily USDT Volume : 14,525,089.41
✅Spike USDT Volume : 2,416,424.07

Follow top ROI people realtime. Link on profile and pinned tweet
$FLOW $ONT $MKR $XRP $AUDIO $RLC $CVC $RSR $CTSI $ANKR $BCH",
96,1506219348242829312,"@MetawarOfficial Nyc project the moon 🌛🌛
@Gagakos1 
@zoya 
@ManashB52895923 
#SANTOS #UTK #cryptocurrency",
97,1506219143821139970,"@AirdropStario 🚀This project soo amazing. I am interested, and I will support this project. 😇and good opportunity for earn money.💓🚀🚀🚀🚀🚀🚀

@Monirul46289261  
@IkbalHo  
@Safikul757142 

#cryptocurrency #Airdrop #BSC #Bitcoin #USDT #HorsXExchange #HorsX #Airdropstario",
98,1506219096265867266,$ADA $300m TVL today.  It just keeps going up…LFG #CardanoCommunity #Crypto,
99,1506218960953479177,"@Ralvero And everyone deserves to do themselves a favor and get a bag of $CTCO because the destination this project is headed, is beyond the moon! LFG #CONNECTORCOIN #ToTheMoon #BSCGem #ETH #BTC #Bullish #1000xgem",
