,id,tweet,label
28,1506542082655141892,"Pairs:1INCHUSDT 
 SELL:1.54300
 Time :3/23/2022 11:02:36 AM
 Average Decision:45.28507 FifteenMinutes 
 Estimated Direction: DOWN
 #BTC #ONEBTC #Bitcoin #RSİ #Bollinger -It is not investment advice. You can visit our profile for your own alarms. YTD. 11:03:02 AM",
29,1506541767193149444,"Biggest losers this past hour 📉 (follow for hourly updates)
$ENS ➡️ -2.31%
$SRM ➡️ -2.22%
$SNX ➡️ -2.15%
$IMX ➡️ -1.92%
$ALPINE ➡️ -1.78%
(23/03/2022 @ 8:00am GMT)
#crypto #cryptomarket #cryptotrading #TRADINGTIPS #tradingsignals",
30,1506541756854251520,"Strongest #MACD #sellsignals this hour 📉 (follow for hourly updates)
$SNX ➡️ -0.059 %
EMA12 crossed below EMA26 (difference / close price in %) 23/03/2022 @ 8:00am GMT
#crypto #cryptomarket #cryptotrading #TRADINGTIPS #tradingsignals",
31,1506541513152544770,"As of 23 Mar 22 08:01 UTC, 
@KounotoriToken ...

has burned 428,390,985,573,265 tokens 🔥 
has 1,544 #storkholders 💎👐
with current price of 💵0.000000003449 (-4.30% 📉24H) 🐻

#KounotoriToken $KTO #kounotori
#CryptoNews #CryptoBurns #Crypto #Cryptocurrency",
32,1506541325231050771,"Time: 23/03/2022 4:00 EST 🔈
Symbol: XRP 🚀
Alert: Bearish Switch 🔴
Level: 0.8227
Message: Trend bias switching to bearish
$XRP $XRPUSD #XRPUSD #xrp #ripple #crypto #cryptocurrency #altcoin #STEAMguidance #cryptotrading",
33,1506541229919584256,"The Goal As A Trader Is;
📉📈

A Thread
👇👇

1. PROTECT YOUR CAPITAL ⛑️
Always get into trades with proper Leverages (lot size) 
We call this Risk Management.
Don't not stake more than 1% - 5% of your account size on any trade
#btc #cryptocurrency #trading 
#bitcoin",
34,1506540564782600192,"Pairs:MANAUSDT 
 SELL:2.44430
 Time :3/23/2022 10:56:35 AM
 Average Decision:49.03362 FifteenMinutes 
 Estimated Direction: DOWN
 #BTC #CHRBNB #Bitcoin #RSİ #Bollinger -It is not investment advice. You can visit our profile for your own alarms. YTD. 10:57:01 AM",
35,1506540564656836608,"Pairs:MANAUSDT 
 SELL:2.44430
 Time :3/23/2022 10:56:35 AM
 Average Decision:49.03362 FifteenMinutes 
 Estimated Direction: DOWN
 #BTC #CHRBNB #Bitcoin #RSİ #Bollinger -It is not investment advice. You can visit our profile for your own alarms. YTD. 10:57:01 AM",
36,1506540129724387330,"🚀💸 Wed, 23 Mar 2022 07:55:31 GMT - TOP 10 - $BTC: $42,115.00 -0.23% | $ETH: $2,950.99 -0.32% | $USDT: $1.00 | $BNB: $401.06 -0.66% | $USDC: $1.00 | $XRP: $0.82 -0.64% | $LUNA: $92.78 -0.18% | $SOL: $91.24 -0.28% | $ADA: $0.97 +0.19% | $AVAX: $85.06 -0.22% | #bitcoin",
37,1506539311507939329,"@CliffMann12 XRP will not move money faster than the current system if they go through banks because of KYC &amp; AML checks along with other rules and regulations.

Technically the actual movement of money is much faster than a few days. It's slowed down for the reasons listed above.",
38,1506532735690887173,@PolkadotSpace @bifrost_finance @Ryabinaio What are you waiting for? Time is ticking and you all should dive in right now and delegate your tokens in the collator! Earning is already enough on Polkadot but we all know deep down that we want more!,
39,1506531282020360198,"The $THC from @ThetanArena is now at $0.01146 
📉 Is down -0.003% compare to 1 hour ago
📉 And is down -0.614% compare to 1 week ago
 #BTC #ETH #SLP #THC",
40,1506529938534551556,"▼ DOGECOIN Bearish Momentum ▼
Momentum is now decreasing in a bearish direction.
Current Price: $0.1218
#doge #dogecoin #dogearmy #cryptocurrency",
41,1506528947818930178,@SportrexHQ This few months we have seen #BTC #btc  at a bearish trend .,
42,1506528265644695552,"gm 🌞 5 things YNTKT in markets
📈 $TSLA +8% new Berlin gigafactory
📉 $OKTA -2% authentication software possible breach
🐂 Honduras may follow El Salvador in making #bitcoin  legal tender
🐻 Bonds fall on stagflation fears
🗓️ UK inflation and budget
#stocks #crypto #investing",
43,1506527588507951108,"💵 US$ 0.000000002832 
📉 24h: -0.08% 
📅 Last update: 03/23/2022 - 07:04:00 UTC 
#babydoge #babydogecoin #dogearmy #dogecoin #dogeswap",
44,1506526662321750023,"Biggest losers this past hour 📉 (follow for hourly updates)
$TVK ➡️ -2.52%
$MINA ➡️ -2.03%
$VOXEL ➡️ -1.79%
$OGN ➡️ -1.63%
$TWT ➡️ -1.53%
(23/03/2022 @ 7:00am GMT)
#crypto #cryptomarket #cryptotrading #TRADINGTIPS #tradingsignals",
45,1506526651961729027,"Strongest #MACD #sellsignals this hour 📉 (follow for hourly updates)
$LUNA ➡️ -0.002 %
EMA12 crossed below EMA26 (difference / close price in %) 23/03/2022 @ 7:00am GMT
#crypto #cryptomarket #cryptotrading #TRADINGTIPS #tradingsignals",
46,1506526282930171909,"Time: 23/03/2022 3:00 EST 🔈
Symbol: ETH 🚀
Alert: Bearish Bias 🔴
Level: 2957.1
Message: Price is expected to trend lower
$ETH $ETHUSD #ETHUSD #Ethereum #crypto #cryptocurrency #STEAMguidance #cryptotrading",
47,1506526260138237953,"Time: 23/03/2022 3:00 EST 🔈
Symbol: BNB 🚀
Alert: Bearish Bias 🔴
Level: 401.9
Message: Price is expected to trend lower
$BNB $BNBUSD #BNBUSD #BNB #Binance #BinanceSmartChain #crypto #cryptocurrency #SmartDeFi #altcoin #STEAMguidance #cryptotrading",
48,1506525029646880771,"🚀💸 Wed, 23 Mar 2022 06:55:31 GMT - TOP 10 - $BTC: $42,211.00 +0.42% | $ETH: $2,960.33 +0.34% | $USDT: $1.00 | $BNB: $403.71 +0.69% | $USDC: $1.00 | $XRP: $0.83 +0.47% | $LUNA: $92.95 -0.3% | $SOL: $91.50 +0.63% | $ADA: $0.97 +0.46% | $AVAX: $85.25 +0.38% | #bitcoin",
49,1506523668712726533,"The crypto market is Down📉
These Alts are looking stronger

$ICP #ICP🔥
$ETC #EthereumClassic🔥
$BNB #Binance🔥
$HNT #Helium🔥
$ADA #Cardano🚀🔥

Time is your friend",
50,1506523650144538627,"The truth is that #BTC won't resume its BULL TREND until the end of July for the best case scenario.

A range between 50k to 28k seems logical until then.

Crossing 20k would trigger a larger BEAR Cycle but I won't cover that case.  I actually never covered that case.",
51,1506523131556642817,@EarthAngel_Xrp @YouTube Everything is always set to get to an ATH….all this T.A doesn’t matter…..it’s going to do what it do  when it do it….all these upside down coffee mugs and and waving hands…..makes no sense….once one goes it’s going to go…this is one is going to go….,
52,1506522952879198215,"Pairs:ETHUSDT 
 SELL:2956.59000
 Time :3/23/2022 9:46:38 AM
 Average Decision:48.87047 FifteenMinutes 
 Estimated Direction: DOWN
 #BTC #FTTBUSD #Bitcoin #RSİ #Bollinger -It is not investment advice. You can visit our profile for your own alarms. YTD. 9:46:56 AM",
53,1506521688216936449,"I closed one of my #MANA shorts at 35%. 

So my profits are secure, I have still 1 more short with SL at break-even. So im guarenteed in profits. Mana is still bearish so im still holding my short. Cheers. #Cryptotrading #Crypto",
54,1506521067027898371,"@stoney_society Wazzap guys, how is your day? Seems like #crypto is going down and I wanna ask you what tools do you use now? I just try to find a suitable instrument for fiat and crypto trading",
55,1506519573524189187,"@CryptoKaleo Lol
Xrp is wack . Going to 2 maybe 2.20 then back down to .70 before pushing higher. 
100 coins better.",
56,1506516971864567810,@dlthanki @Btcexpertindia @Croesus_BTC Focus 🧘‍♀️ on #btc. 95-99% of cryptos will fail like 2000 dot com crash,
57,1506516183251628033,"The $THC from @ThetanArena is now at $0.01147 
📉 Is down -0.396% compare to 1 hour ago
📉 And is down -0.57% compare to 1 week ago
 #BTC #ETH #SLP #THC",
58,1506515849984815104,"#Altcoin market
with Bitcoin dominance
trending 📉

&amp; likely to reach 38.13%

Short Term:
Altcoins may show some strength
currently ALTS look weak overall

$ETH #Crypto #altseason update",
59,1506513895120384005,"$Mtrg  

Very nice daily closure above breakout of the bearish trendline. I am hopefull. 🎯

#ALTSEASON  #cryptocurrency #cryptocurrencies #BSC #BSCGems",
60,1506512641136611328,"Everything goes quiet in the market, is when you know 📉📈 #Crypto",
61,1506512371044741123,"@umaireusafzai @ICPSquad Haha #btc is down??
In 2022 btc made low on $33k now it is trading on $42k. And #icp made new ATL on $14.81 and is trading on $18.90. I think u well understood.",
62,1506511560101011456,"Biggest losers this past hour 📉 (follow for hourly updates)
$DAR ➡️ -1.9%
$TWT ➡️ -1.78%
$NBS ➡️ -1.64%
$ASR ➡️ -1.52%
$IOTX ➡️ -1.25%
(23/03/2022 @ 6:00am GMT)
#crypto #cryptomarket #cryptotrading #TRADINGTIPS #tradingsignals",
63,1506511549321687041,"Strongest #MACD #sellsignals this hour 📉 (follow for hourly updates)
$EGLD ➡️ -0.103 %
$HNT ➡️ -0.051 %
$WING ➡️ -0.043 %
EMA12 crossed below EMA26 (difference / close price in %) 23/03/2022 @ 6:00am GMT
#crypto #cryptomarket #cryptotrading #TRADINGTIPS #tradingsignals",
64,1506510394185207809,"A bearish pennant on #bitcoin ? :/

#BTC $BTC",
65,1506509930089656325,"🚀💸 Wed, 23 Mar 2022 05:55:31 GMT - TOP 10 - $BTC: $42,035.00 +0.21% | $ETH: $2,950.35 +0.38% | $USDT: $1.00 | $BNB: $400.94 +0.19% | $USDC: $1.00 | $XRP: $0.83 -0.28% | $LUNA: $93.23 +0.64% | $SOL: $90.93 +0.64% | $ADA: $0.97 +0.39% | $AVAX: $84.93 +1.3% | #bitcoin",
66,1506509284577849351,"@XRP_Hodller @UrielHdz397 I had the phone, it doesn’t lag. I’m sure some people have had issues, often after updating it can show down for a short period. But no, it is not a laggy experience.",
67,1506508918075367424,Camon #dogecoin 💵💸📈 #btc,
68,1506508822575296517,"Where is Bitcoin headed? 

Back to 38k 📉

OR 🤔

Over 45k 📈

#Bitcoin #cryptocurrency",
69,1506508764211552257,"@realXRPwhale i dont care what price it hits until the lawsuit is over. Cuz whatever price we  hit, the price will retrace all the way down again until this lawsuit is over and we know for sure that XRP is 100% in the clear.  I hope by summer there is a settlement",
70,1506503164027346948,@MovlogsCrypto I am holding #crypto #Elemon for my future wealth and change. I will average the price of #Elemon in the near future 💸💎💸🚀,
71,1506500196481515520,@AdaLandCorp @IOHK_Charles This is one of the coolest upcoming projects on Cardano. This metaverse looks unbelievable! April 20th 6 PM mark it down 🚀,
72,1506499977891045380,"@nader01134115 @ShirzaiZahid @Gofroo0 @DrFeelgood95 @NafeesRehmanDr why so butthurt on mention of India? too bad your investment in Afghanistan went down. Thanks to monkey Modi, India is now showing true colors of fascism that were hidden behind Bollywood",
73,1506498473335664650,"🔔📉 $XRP is DOWN -1.2% over the last hour to $0.82 
 🕓 23-03-22 | 05:09 GMT",
74,1506498375658659842,Current #Dogecoin Price: $0.1215 📉 🐕+🚀=🌑,
75,1506497387166060544,"💵 US$ 0.000000002826 
📉 24h: -0.92% 
📅 Last update: 03/23/2022 - 05:04:00 UTC 
#babydoge #babydogecoin #dogearmy #dogecoin #dogeswap",
76,1506496468714147846,"Biggest losers this past hour 📉 (follow for hourly updates)
$VOXEL ➡️ -3.39%
$TWT ➡️ -3.32%
$GMT ➡️ -3.31%
$MDT ➡️ -2.92%
$OM ➡️ -2.86%
(23/03/2022 @ 5:00am GMT)
#crypto #cryptomarket #cryptotrading #TRADINGTIPS #tradingsignals",
77,1506496458022866944,"Strongest #MACD #sellsignals this hour 📉 (follow for hourly updates)
$APE ➡️ -0.161 %
$DOT ➡️ -0.05 %
$QNT ➡️ -0.005 %
EMA12 crossed below EMA26 (difference / close price in %) 23/03/2022 @ 5:00am GMT
#crypto #cryptomarket #cryptotrading #TRADINGTIPS #tradingsignals",
78,1506495967893155841,The current value of 1 DOGE in USD is: $0.12165 (📉 down 0.000450 so far today). #dogecoin,
79,1506494829961830408,"🚀💸 Wed, 23 Mar 2022 04:55:31 GMT - TOP 10 - $BTC: $41,949.00 -0.51% | $ETH: $2,939.09 -0.74% | $USDT: $1.00 | $BNB: $400.19 -0.54% | $USDC: $1.00 | $XRP: $0.83 -0.09% | $LUNA: $92.64 -0.22% | $SOL: $90.35 -0.04% | $ADA: $0.96 -0.74% | $AVAX: $83.84 +0.25% | #bitcoin",
80,1506490973068886023,@OShills Ammm...i suggest you to get #DogeCoin in your bag💸 it'll definitely 100X soon🚀🚀,
81,1506490549934731264,"Pairs:MANAUSDT 
 SELL:2.43000
 Time :3/23/2022 7:38:06 AM
 Average Decision:40.27737 FifteenMinutes 
 Estimated Direction: DOWN
 #BTC #VETETH #Bitcoin #RSİ #Bollinger -It is not investment advice. You can visit our profile for your own alarms. YTD. 7:38:18 AM",
82,1506486283920568320,#PXT2 why is the price going down? #crypto #ProjectX,
83,1506485399144775685,@mister4xtrader XRP is a black hole. It slows down time. That’s why “soon” is actually forever 🤣,
84,1506483396909813761,"@XRP_XLM_DOGET @RangerGriff96 Meanwhile the power companies bribing SEC to slow down Tesla. 

WhT is this world 🌍 we live in?",
85,1506483295651045378,Current #Dogecoin Price: $0.1219 📉 🐕+🚀=🌑,
86,1506482377090076674,"4h Close - Bearish Coins 🧸
$TORN $VIDT $MIR $TROY $CVP 
⬇ Price Below Kumo
🔀 Bearish TK Cross
🟥 Bearish Kumo
⬇ Chikou Below PA
#Binance $USDT #Crypto",
87,1506482290771308547,"💵 US$ 0.000000002832 
📉 24h: -0.13% 
📅 Last update: 03/23/2022 - 04:04:00 UTC 
#babydoge #babydogecoin #dogearmy #dogecoin #dogeswap",
88,1506481356175519746,"Biggest losers this past hour 📉 (follow for hourly updates)
$NBT ➡️ -11.77%
$MBOX ➡️ -2.79%
$LRC ➡️ -2.78%
$OCEAN ➡️ -2.58%
$WRX ➡️ -2.57%
(23/03/2022 @ 4:00am GMT)
#crypto #cryptomarket #cryptotrading #TRADINGTIPS #tradingsignals",
89,1506481345479991298,"Strongest #MACD #sellsignals this hour 📉 (follow for hourly updates)
$KP3R ➡️ -0.142 %
$OG ➡️ -0.073 %
$MLN ➡️ -0.036 %
EMA12 crossed below EMA26 (difference / close price in %) 23/03/2022 @ 4:00am GMT
#crypto #cryptomarket #cryptotrading #TRADINGTIPS #tradingsignals",
90,1506481114285809665,"As of 23 Mar 22 04:01 UTC, 
@KounotoriToken ...

has burned 428,390,023,217,953 tokens 🔥 
has 1,545 #storkholders 💎👐
with current price of 💵0.000000003479 (-4.34% 📉24H) 🐻

#KounotoriToken $KTO #kounotori
#CryptoNews #CryptoBurns #Crypto #Cryptocurrency",
91,1506480864821014530,The current value of 1 DOGE in USD is: $0.12185 (📉 down 0.000250 so far today). #dogecoin,
92,1506479730547122180,"🚀💸 Wed, 23 Mar 2022 03:55:31 GMT - TOP 10 - $BTC: $42,166.00 -0.5% | $ETH: $2,961.02 -0.64% | $USDT: $1.00 | $BNB: $402.36 -0.5% | $USDC: $1.00 | $XRP: $0.83 -0.23% | $LUNA: $92.84 -0.78% | $SOL: $90.39 -0.51% | $ADA: $0.97 -0.85% | $AVAX: $83.63 -0.96% | #bitcoin",
93,1506479266573307905,"@cardano_whale Things that will last. Bull or bear, actual utility.",
94,1506478367620710403,"@RichardHeartWin Just showing a chart saying how much LESS MATURE Hex is compared to well established and reputable assets. It's also 80% DOWN, on an 8-MONTH LOW, POOR USER ACTIVITY, with NO PROTOCOL UPDATES NOR INNOVATION to offer.
You said #BTC was going down 80%, but HEX did that instead 🤣❗",
95,1506477784289484803,AW1 and @BBabyClubNFT #RugPull working together to #steal our #money and #cryptocurrencies #DeFi coins AW1 should be moderating traffic in Kansas!!! Not a discord server! Amateurs and a waste of $1300 minting in presale. #ETH #ethereumNFTs #NFTProject #nftart #NFTGame #web3 #SCAM,
96,1506477058075115521,Cardano is the only thing not down atm in the top 10 🤞,
97,1506476849253212163,#rugpull @BBabyClubNFT RUG PULL!!!!! major major #scam #nftart #NFTGame #web3 #AW1 #Discord SCAM OF ALL SCAMS!!! #NFTs #nftcommunity #ETH,
98,1506474751430168576,My coworkers laugh at me and my #FakeDogMoney staring at my phone reading and learning #Crypto how to videos and articles. Last year I offered everyone of my coworkers 1million #shib only one was willing to sit down and learn. Retirement is coming,
99,1506473684743163914,"Top 5 crypto losers in last 1 week were:

$BNBBEAR (-31.89%)
$UNIDOWN (-31.05%)
$BEAR (-28.46%)
$ADADOWN (-26.16%)
$XTZUP (-24.97%)

#BNBBEAR #UNIDOWN #BEAR #ADADOWN #XTZUP

#crypto #cryptocurrency #cryptocurrencies",
